act_symbol,date,period,net_income,sales,average_shares,income_from_continuing_operations
AERI,2022-06-30,Quarter,-19370000,33310000,47560000,-19370000
AERT,2023-12-31,Quarter,-16410000,18900000,15390000,-16300000
AERT,2024-03-31,Quarter,31560000,53610000,15490000,33050000
AERT,2024-06-30,Quarter,-14820000,16670000,37850000,-15320000
AERT,2024-09-30,Quarter,-2190000,16870000,44360000,-2310000
AERT,2024-12-31,Quarter,3050000,17610000,44520000,2050000
AES,2016-09-30,Quarter,175000000,3542000000,662000000,230000000
AES,2016-12-31,Quarter,-949000000,3344000000,659030000,65000000
AES,2017-03-31,Quarter,-24000000,3492000000,659000000,98000000
AES,2017-06-30,Quarter,53000000,3470000000,662000000,150000000
AES,2017-09-30,Quarter,152000000,3632000000,663000000,261000000
AES,2017-12-31,Quarter,-1342000000,-64000000,661080000,-657000000
AES,2018-03-31,Quarter,684000000,2740000000,663000000,778000000
AES,2018-06-30,Quarter,290000000,2537000000,664000000,224000000
AES,2018-09-30,Quarter,101000000,2837000000,665000000,192000000
AES,2018-12-31,Quarter,128000000,2622000000,673680000,155000000
AES,2019-03-31,Quarter,154000000,2650000000,667000000,233000000
AES,2019-06-30,Quarter,17000000,2483000000,667000000,66000000
AES,2019-09-30,Quarter,210000000,2625000000,667000000,298000000
AES,2019-12-31,Quarter,-78000000,2431000000,664000000,-120000000
AES,2020-03-31,Quarter,144000000,2338000000,668000000,229000000
AES,2020-06-30,Quarter,-83000000,2217000000,665000000,-86000000
AES,2020-09-30,Quarter,-333000000,2545000000,665000000,-481000000
AES,2020-12-31,Quarter,318000000,2560000000,669000000,401000000
AES,2021-03-31,Quarter,-148000000,2635000000,666000000,-29000000
AES,2021-06-30,Quarter,28000000,2700000000,670000000,-81000000
AES,2021-09-30,Quarter,343000000,3036000000,710000000,485000000
AES,2021-12-31,Quarter,-632000000,2770000000,667000000,-1330000000
AES,2022-03-31,Quarter,115000000,2852000000,711000000,171000000
AES,2022-06-30,Quarter,-179000000,3078000000,668000000,-136000000
AES,2022-09-30,Quarter,421000000,3627000000,711000000,446000000
AES,2022-12-31,Quarter,-903000000,3060000000,668000000,-986000000
AES,2023-03-31,Quarter,151000000,3239000000,712000000,189000000
AES,2023-06-30,Quarter,-39000000,3027000000,669000000,-19000000
AES,2023-09-30,Quarter,231000000,3434000000,712000000,291000000
AES,2023-12-31,Quarter,-94000000,2968000000,670000000,-650000000
AES,2024-03-31,Quarter,432000000,3085000000,712000000,278000000
AES,2024-06-30,Quarter,185000000,2942000000,713000000,-39000000
AES,2024-09-30,Quarter,502000000,3289000000,713000000,217000000
AESE,2018-09-30,Quarter,380000,0,4370000,380000
AESE,2018-12-31,Quarter,150000,0,4620000,150000
AESE,2019-03-31,Quarter,330000,0,4410000,330000
AESE,2019-06-30,Quarter,340000,0,4440000,340000
AESE,2019-09-30,Quarter,-4250000,6040000,18100000,-4250000
AESE,2019-12-31,Quarter,-13160000,20030000,4310000,-13160000
AESE,2020-03-31,Quarter,-8780000,6050000,23940000,-8780000
AESE,2020-06-30,Quarter,-10880000,4580000,26210000,-10880000
AESE,2020-09-30,Quarter,-6550000,5890000,29630000,-6550000
AESE,2021-03-31,Quarter,-3340000,500000,38520000,-4970000
AESE,2021-06-30,Quarter,-2940000,820000,38960000,-4330000
AESE,2021-09-30,Quarter,74300000,1690000,39040000,-2980000
AESE,2021-12-31,Quarter,-5160000,1940000,39040000,-2780000
AESE,2022-03-31,Quarter,-3750000,2410000,39070000,-3750000
AESE,2022-06-30,Quarter,-3690000,1160000,39120000,-3690000
AESE,2022-09-30,Quarter,-1640000,1570000,39100000,-1640000
AESI,2023-03-31,Quarter,1730000,153420000,57410000,62910000
AESI,2023-06-30,Quarter,38520000,161790000,57420000,71210000
AESI,2023-09-30,Quarter,29440000,157620000,57930000,56330000
AESI,2023-12-31,Quarter,35740000,141140000,100240000,36050000
AESI,2024-03-31,Quarter,26790000,192670000,103820000,26790000
AESI,2024-06-30,Quarter,14840000,287520000,112020000,14840000
AESI,2024-09-30,Quarter,3920000,304430000,111080000,3920000
AET,2016-09-30,Quarter,603900000,15781500000,354300000,597200000
AET,2016-12-31,Quarter,149700000,15727800000,354900000,138200000
AET,2017-03-31,Quarter,-381000000,15165000000,343800000,-379000000
AET,2017-06-30,Quarter,1203000000,15523000000,334500000,1183000000
AETI,2016-09-30,Quarter,-2620000,8670000,8330000,-2620000
AETI,2016-12-31,Quarter,-1700000,9400000,8340000,-1700000
AETI,2017-03-31,Quarter,-2500000,8030000,8340000,-2500000
AETI,2017-06-30,Quarter,-1060000,12960000,8500000,-1060000
AETI,2017-09-30,Quarter,-1040000,13270000,8600000,-1040000
AETI,2017-12-31,Quarter,2370000,12870000,8670000,2370000
AETI,2018-03-31,Quarter,-2960000,8290000,8720000,-2960000
AETI,2018-06-30,Quarter,-1940000,2080000,8820000,40000
AEVA,2021-03-31,Quarter,-19460000,310000,163960000,-19460000
AEVA,2021-06-30,Quarter,-24070000,2600000,211550000,-24070000
AEVA,2021-09-30,Quarter,-26610000,3480000,212590000,-26610000
AEVA,2021-12-31,Quarter,-31740000,2870000,214340000,-31740000
AEVA,2022-03-31,Quarter,-33160000,1140000,216020000,-33160000
AEVA,2022-06-30,Quarter,-34970000,1490000,216890000,-34970000
AEVA,2022-09-30,Quarter,-36500000,1370000,217890000,-36500000
AEVA,2022-12-31,Quarter,-42670000,190000,218410000,-42670000
AEVA,2023-03-31,Quarter,-35170000,1150000,219630000,-35170000
AEVA,2023-06-30,Quarter,-35960000,740000,220520000,-35960000
AEVA,2023-09-30,Quarter,-33240000,810000,222830000,-33240000
AEVA,2023-12-31,Quarter,-44970000,1610000,49010000,-44970000
AEVA,2024-03-31,Quarter,-35330000,2110000,52740000,-35330000
AEVA,2024-06-30,Quarter,-43390000,2010000,53000000,-43390000
AEVA,2024-09-30,Quarter,-37400000,2250000,53700000,-37400000
AEY,2016-09-30,Quarter,-190000,9770000,10140000,-190000
AEY,2016-12-31,Quarter,220000,12100000,10130000,220000
AEY,2017-03-31,Quarter,10000,11290000,10160000,10000
AEY,2017-06-30,Quarter,-70000,12990000,10190000,-70000
AEY,2017-09-30,Quarter,-260000,12330000,10230000,-260000
AEY,2017-12-31,Quarter,-710000,12280000,10230000,-710000
AEY,2018-03-31,Quarter,-260000,11650000,10250000,-260000
AEY,2018-06-30,Quarter,-1510000,12570000,10310000,-1510000
AEY,2018-09-30,Quarter,-4850000,10910000,10310000,-4850000
AEY,2018-12-31,Quarter,-1040000,11270000,10360000,-1040000
AEY,2019-03-31,Quarter,-1220000,17270000,10360000,-1220000
AEY,2019-06-30,Quarter,-1490000,17560000,10360000,-60000
AEY,2019-09-30,Quarter,-1560000,9010000,10360000,-1720000
AEY,2019-12-31,Quarter,-1720000,13960000,10360000,-1720000
AEY,2020-03-31,Quarter,-14660000,11960000,10420000,-14660000
AEY,2020-06-30,Quarter,20000,12020000,11220000,20000
AEY,2020-12-31,Quarter,-1950000,12750000,12150000,-1950000
AEY,2021-03-31,Quarter,-3060000,12670000,12420000,-3060000
AEY,2021-06-30,Quarter,-2120000,17020000,12500000,-2120000
AEY,2021-09-30,Quarter,640000,19730000,12450000,640000
AEY,2021-12-31,Quarter,-2030000,18690000,12680000,-2030000
AEY,2022-03-31,Quarter,-1390000,23760000,13070000,-1390000
AEY,2022-06-30,Quarter,880000,27790000,13190000,880000
AEY,2022-09-30,Quarter,1480000,25930000,1360000,1480000
AEY,2022-12-31,Quarter,-490000,19550000,1400000,-490000
AEY,2023-03-31,Quarter,-2750000,14720000,13270000,-2750000
AEY,2023-06-30,Quarter,-2830000,12090000,14000000,-2830000
AEY,2023-09-30,Quarter,-2730000,10340000,1430000,-2730000
AEYE,2017-09-30,Quarter,180000,740000,5030000,180000
AEYE,2017-12-31,Quarter,-2770000,880000,4930000,-2770000
AEYE,2018-03-31,Quarter,-1160000,1150000,6470000,-1160000
AEYE,2018-06-30,Quarter,-1090000,1230000,6470000,-1090000
AEYE,2018-09-30,Quarter,-1330000,1490000,7090000,-1330000
AEYE,2018-12-31,Quarter,-1430000,1780000,7530000,-1430000
AEYE,2019-03-31,Quarter,-2140000,1990000,7610000,-2140000
AEYE,2019-06-30,Quarter,-2020000,2440000,7650000,-2020000
AEYE,2019-09-30,Quarter,-2200000,2780000,8280000,-2200000
AEYE,2019-12-31,Quarter,-1430000,3570000,8750000,-1430000
AEYE,2020-03-31,Quarter,-1660000,4260000,8880000,-1660000
AEYE,2020-06-30,Quarter,-1410000,5280000,8940000,-1410000
AEYE,2020-12-31,Quarter,-3010000,5590000,10050000,-3010000
AEYE,2021-03-31,Quarter,-2770000,5790000,10460000,-2770000
AEYE,2021-06-30,Quarter,-1780000,6020000,10990000,-1780000
AEYE,2021-09-30,Quarter,-4660000,6200000,11330000,-4660000
AEYE,2021-12-31,Quarter,-5000000,6490000,11360000,-5000000
AEYE,2022-03-31,Quarter,-3620000,6910000,11440000,-3620000
AEYE,2022-06-30,Quarter,-2610000,7570000,11490000,-2610000
AEYE,2022-09-30,Quarter,-2280000,7700000,11460000,-2280000
AEYE,2022-12-31,Quarter,-1920000,7740000,12240000,-1920000
AEYE,2023-03-31,Quarter,-2010000,7770000,11640000,-2010000
AEYE,2023-06-30,Quarter,-1970000,7840000,11740000,-1970000
AEYE,2023-09-30,Quarter,-1360000,7840000,11820000,-1360000
AEYE,2023-12-31,Quarter,-530000,7870000,13330000,-530000
AEYE,2024-03-31,Quarter,-830000,8080000,11710000,-830000
AEYE,2024-06-30,Quarter,-740000,8470000,11700000,-730000
AEYE,2024-09-30,Quarter,-1200000,8930000,11960000,-1200000
AEZS,2016-09-30,Quarter,-6060000,270000,9950000,-6060000
AEZS,2016-12-31,Quarter,-8220000,300000,11610000,-8220000
AEZS,2017-03-31,Quarter,-4130000,260000,13180000,-4130000
AEZS,2017-06-30,Quarter,-2550000,240000,14090000,-2550000
AEZS,2017-09-30,Quarter,-9630000,240000,15800000,-9630000
AEZS,2017-12-31,Quarter,-480000,180000,16440000,-480000
AEZS,2018-03-31,Quarter,14420000,24660000,16490000,14420000
AEZS,2018-06-30,Quarter,-2600000,170000,16440000,-2600000
AEZS,2018-12-31,Quarter,-5100000,1400000,16450000,-5100000
AEZS,2019-03-31,Quarter,-4910000,40000,16440000,-4910000
AEZS,2019-06-30,Quarter,210000,190000,17260000,210000
AEZS,2019-09-30,Quarter,-330000,280000,16890000,-330000
AEZS,2019-12-31,Quarter,-1010000,20000,20120000,-1010000
AEZS,2020-03-31,Quarter,780000,1090000,21520000,780000
AEZS,2020-06-30,Quarter,-3450000,70000,23520000,-3450000
AEZS,2020-09-30,Quarter,-1140000,130000,56210000,-1140000
AEZS,2020-12-31,Quarter,-1310000,2370000,65550000,-1310000
AEZS,2021-03-31,Quarter,-1450000,590000,95450000,-1450000
AEZS,2021-06-30,Quarter,-2040000,600000,121200000,-2040000
AEZS,2021-09-30,Quarter,-1700000,600000,121300000,-1700000
AEZS,2021-12-31,Quarter,-3190000,3470000,144700000,-3190000
AEZS,2022-03-31,Quarter,-2640000,1520000,121400000,-2640000
AEZS,2022-06-30,Quarter,-4220000,-220000,4860000,-4220000
AEZS,2022-09-30,Quarter,-3420000,1860000,4860000,-3420000
AEZS,2022-12-31,Quarter,-12450000,2490000,4860000,-12450000
AEZS,2023-03-31,Quarter,-4260000,2130000,4860000,-4260000
AEZS,2023-06-30,Quarter,-2520000,2250000,4860000,-2520000
AEZS,2023-09-30,Quarter,-4150000,0,4860000,-4150000
AEZS,2023-12-31,Quarter,-5630000,120000,4860000,-5630000
AEZS,2024-03-31,Quarter,-5750000,0,1210000,-5750000
AFAM,2016-09-30,Quarter,5370000,160420000,10130000,6380000
AFAM,2016-12-31,Quarter,3590000,153430000,10330000,3420000
AFAM,2017-03-31,Quarter,3630000,201310000,12940000,4390000
AFAM,2017-06-30,Quarter,4780000,200730000,13950000,5500000
AFBI,2021-03-31,Quarter,2130000,9980000,6890000,2130000
AFBI,2021-06-30,Quarter,2320000,8820000,6910000,2320000
AFBI,2021-09-30,Quarter,1810000,8390000,6870000,1810000
AFBI,2021-12-31,Quarter,1320000,7940000,6590000,1320000
AFBI,2022-03-31,Quarter,1790000,7870000,6890000,1790000
AFBI,2022-06-30,Quarter,1780000,8300000,6600000,1780000
AFBI,2022-09-30,Quarter,1860000,8820000,6890000,1860000
AFBI,2022-12-31,Quarter,1700000,9540000,6710000,1700000
AFBI,2023-03-31,Quarter,1720000,10280000,6680000,1720000
AFBI,2023-06-30,Quarter,1590000,11540000,6550000,1590000
AFBI,2023-09-30,Quarter,1620000,11650000,6490000,1620000
AFBI,2023-12-31,Quarter,1510000,11690000,6490000,1510000
AFBI,2024-03-31,Quarter,1340000,11810000,6520000,1340000
AFBI,2024-06-30,Quarter,1030000,12930000,6550000,1030000
AFBI,2024-09-30,Quarter,1730000,12870000,6610000,1730000
AFCG,2021-03-31,Quarter,1400000,4690000,7490000,1400000
AFCG,2021-06-30,Quarter,4630000,8750000,13460000,4630000
AFCG,2021-09-30,Quarter,7930000,10620000,16780000,7930000
AFCG,2021-12-31,Quarter,7040000,12960000,16390000,7040000
AFCG,2022-03-31,Quarter,10160000,16940000,19590000,10160000
AFCG,2022-06-30,Quarter,11350000,19900000,19810000,11350000
AFCG,2022-09-30,Quarter,11480000,18140000,20110000,11480000
AFCG,2022-12-31,Quarter,2940000,19700000,20420000,2940000
AFCG,2023-03-31,Quarter,10030000,16830000,20490000,10030000
AFCG,2023-06-30,Quarter,12140000,16100000,20320000,12140000
AFCG,2023-09-30,Quarter,7980000,15270000,20340000,7980000
AFCG,2023-12-31,Quarter,-9190000,15970000,20340000,-9190000
AFCG,2024-03-31,Quarter,-50000,14760000,20410000,-50000
AFCG,2024-06-30,Quarter,16450000,18380000,20440000,16450000
AFCG,2024-09-30,Quarter,1380000,8880000,20790000,1220000
AFG,2016-09-30,Quarter,109000000,1705000000,88500000,113000000
AFG,2016-12-31,Quarter,385000000,1737000000,88800000,388000000
AFG,2017-03-31,Quarter,153000000,1576000000,89300000,155000000
AFG,2017-06-30,Quarter,145000000,1646000000,89800000,145000000
AFG,2017-09-30,Quarter,11000000,1835000000,90000000,11000000
AFG,2017-12-31,Quarter,166000000,1808000000,90100000,166000000
AFG,2018-03-31,Quarter,145000000,1619000000,90400000,141000000
AFG,2018-06-30,Quarter,210000000,1833000000,90700000,208000000
AFG,2018-09-30,Quarter,204000000,2008000000,90700000,203000000
AFG,2018-12-31,Quarter,-29000000,1690000000,89300000,-35000000
AFG,2019-03-31,Quarter,329000000,2024000000,90700000,326000000
AFG,2019-06-30,Quarter,210000000,1960000000,91000000,209000000
AFG,2019-09-30,Quarter,147000000,2123000000,91100000,143000000
AFG,2019-12-31,Quarter,211000000,2130000000,91300000,191000000
AFG,2020-03-31,Quarter,-301000000,1275000000,90300000,-304000000
AFG,2020-06-30,Quarter,177000000,1951000000,90000000,167000000
AFG,2020-09-30,Quarter,164000000,2060000000,88500000,164000000
AFG,2020-12-31,Quarter,692000000,2623000000,87200000,694000000
AFG,2021-03-31,Quarter,419000000,1509000000,86600000,267000000
AFG,2021-06-30,Quarter,1002000000,1531000000,85600000,240000000
AFG,2021-09-30,Quarter,219000000,1754000000,85200000,219000000
AFG,2021-12-31,Quarter,355000000,1758000000,85200000,355000000
AFG,2022-03-31,Quarter,290000000,1588000000,85200000,290000000
AFG,2022-06-30,Quarter,167000000,1539000000,85300000,167000000
AFG,2022-09-30,Quarter,165000000,1984000000,85400000,165000000
AFG,2022-12-31,Quarter,276000000,1929000000,85300000,276000000
AFG,2023-03-31,Quarter,212000000,1740000000,85400000,212000000
AFG,2023-06-30,Quarter,200000000,1840000000,85200000,200000000
AFG,2023-09-30,Quarter,177000000,2164000000,84700000,177000000
AFG,2023-12-31,Quarter,263000000,2083000000,83800000,263000000
AFG,2024-03-31,Quarter,242000000,1906000000,83800000,242000000
AFG,2024-06-30,Quarter,209000000,1900000000,83900000,209000000
AFG,2024-09-30,Quarter,181000000,2369000000,83900000,181000000
AFH,2016-09-30,Quarter,6500000,45340000,12740000,6500000
AFH,2016-12-31,Quarter,-13480000,46300000,12050000,-13560000
AFH,2017-03-31,Quarter,4850000,49820000,12200000,4850000
AFH,2017-06-30,Quarter,5510000,55700000,12180000,5510000
AFH,2017-09-30,Quarter,5130000,57460000,12210000,5130000
AFH,2017-12-31,Quarter,-54300000,58990000,12120000,-54300000
AFH,2018-03-31,Quarter,5530000,57190000,12200000,5530000
AFH,2018-06-30,Quarter,5580000,56730000,11950000,5580000
AFH,2018-09-30,Quarter,5610000,55770000,11950000,5610000
AFI,2016-09-30,Quarter,8300000,313400000,28300000,8300000
AFI,2016-12-31,Quarter,-2200000,271700000,28000000,-2200000
AFI,2017-03-31,Quarter,-7800000,265200000,28000000,-7800000
AFI,2017-06-30,Quarter,5400000,297300000,28000000,5400000
AFI,2017-09-30,Quarter,-18700000,308500000,26800000,-18700000
AFI,2017-12-31,Quarter,-20700000,262700000,25900000,-20700000
AFI,2018-03-31,Quarter,-10400000,257900000,25900000,-10400000
AFI,2018-06-30,Quarter,10500000,306000000,26000000,10500000
AFI,2018-09-30,Quarter,7900000,309700000,26200000,7900000
AFI,2018-12-31,Quarter,-171000000,153800000,26000000,-14900000
AFI,2019-03-31,Quarter,-16700000,141700000,26700000,-16600000
AFI,2019-06-30,Quarter,14700000,177700000,26100000,5300000
AFI,2019-09-30,Quarter,-31400000,165600000,21900000,-29700000
AFI,2019-12-31,Quarter,-25100000,141300000,21900000,-27900000
AFI,2020-03-31,Quarter,-13200000,138700000,21800000,-13200000
AFI,2020-06-30,Quarter,-6300000,145600000,21900000,-6300000
AFI,2020-09-30,Quarter,-11700000,156600000,22000000,-11700000
AFI,2020-12-31,Quarter,-32400000,143900000,21890000,-32400000
AFI,2021-03-31,Quarter,27200000,148900000,21940000,27200000
AFI,2021-06-30,Quarter,-19500000,168100000,21910000,-19500000
AFI,2021-09-30,Quarter,-29700000,168500000,22160000,-29700000
AFI,2021-12-31,Quarter,-31000000,164400000,21990000,-31000000
AFIB,2020-12-31,Quarter,-29400000,2570000,27900000,-29400000
AFIB,2021-03-31,Quarter,-29180000,3590000,28030000,-29180000
AFIB,2021-06-30,Quarter,-28730000,4710000,28150000,-28730000
AFIB,2021-09-30,Quarter,-28510000,4600000,30460000,-28510000
AFIB,2021-12-31,Quarter,-31260000,4360000,27950000,-31260000
AFIB,2022-03-31,Quarter,-40020000,3680000,28120000,-40020000
AFIB,2022-06-30,Quarter,5720000,4080000,28350000,5720000
AFIB,2022-09-30,Quarter,-20430000,3640000,28360000,-20430000
AFIB,2022-12-31,Quarter,15110000,4960000,37240000,15110000
AFIB,2023-03-31,Quarter,-16320000,4170000,28760000,-16320000
AFIB,2023-06-30,Quarter,-18350000,5290000,29040000,-18350000
AFIB,2023-09-30,Quarter,-13240000,5240000,29260000,-13240000
AFIN,2018-06-30,Quarter,-12040000,71110000,105030000,-12070000
AFIN,2018-09-30,Quarter,-27250000,74890000,105910000,-27290000
AFIN,2018-12-31,Quarter,-13520000,75090000,106100000,-13550000
AFIN,2019-03-31,Quarter,-3200000,71540000,106080000,-3200000
AFIN,2019-06-30,Quarter,8530000,79110000,106390000,8540000
AFIN,2019-09-30,Quarter,150000,72860000,106140000,150000
AFIN,2019-12-31,Quarter,-1330000,76230000,107290000,-1330000
AFIN,2020-03-31,Quarter,-5530000,74560000,108360000,-5540000
AFIN,2020-06-30,Quarter,-18180000,74930000,108390000,-18200000
AFIN,2020-09-30,Quarter,-3470000,78490000,108430000,-3480000
AFIN,2020-12-31,Quarter,-4670000,77240000,108440000,-4680000
AFIN,2021-03-31,Quarter,-3750000,79190000,108440000,-3750000
AFIN,2021-06-30,Quarter,-1480000,81580000,110900000,-1480000
AFIN,2021-09-30,Quarter,-570000,91920000,118860000,-560000
AFJK,2024-09-30,Quarter,740000,0,2130000,740000
